county,Housing gap,Total ELI renters,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),Number of HUD asst units,AAA units,AAA units (asst off)
National,6439112,9644199,8751959,33,9,2312847,3205087,892240
1001,811,1139,944,29,17,133,327,194
1003,1855,2624,2296,29,13,441,769,328
1005,582,1502,1005,61,33,423,920,497
1007,218,470,282,54,40,64,252,188
1009,192,679,494,72,27,302,487,185
1011,207,534,396,61,26,189,327,138
1013,345,891,574,61,36,229,546,317
1015,2541,4025,3630,37,10,1089,1484,395
1017,578,1351,899,57,33,321,773,452
1019,142,377,268,62,29,126,235,109
1021,564,1318,665,57,50,101,754,653
1023,122,302,125,60,59,3,180,177
1025,280,694,341,60,51,61,413,352
1027,73,194,239,62,0,166,121,0
1029,97,257,167,62,35,70,160,90
1031,251,1015,599,75,41,348,764,416
1033,1115,1889,1798,41,5,683,774,91
1035,151,374,302,60,19,151,223,72
1037,57,134,63,57,53,6,77,71
1039,159,642,457,75,29,298,483,185
1041,191,492,386,61,22,195,301,106
1043,1499,2345,1847,36,21,348,846,498
1045,613,1277,1222,52,4,609,665,56
1047,1521,3281,2490,54,24,969,1761,792
1049,226,1227,668,82,46,442,1001,559
1051,1043,1464,1164,29,20,121,421,300
1053,685,1695,897,60,47,212,1010,798
1055,2045,3667,3063,44,16,1018,1622,604
1057,95,380,271,75,29,176,285,109
1059,179,716,533,75,26,354,537,183
1061,101,408,327,75,20,226,307,81
1063,225,486,395,54,19,170,261,91
1065,220,475,333,54,30,113,255,142
1067,168,433,315,61,27,147,265,118
1069,1385,2889,2325,52,19,940,1503,563
1071,232,1256,574,82,54,342,1024,682
1073,14405,22274,21917,35,2,7512,7869,357
1075,78,312,253,75,19,175,234,59
1077,2090,3541,3087,41,13,997,1451,454
1079,514,876,673,41,23,159,362,203
1081,5103,7672,6185,33,19,1082,2569,1487
1083,811,1723,1290,53,25,479,912,433
1085,170,420,255,60,39,85,250,165
1087,529,1365,906,61,34,377,836,459
1089,4965,9197,7359,46,20,2394,4232,1838
1091,458,989,704,54,29,246,531,285
1093,151,606,536,75,11,385,455,70
1095,1891,2957,2875,36,3,984,1066,82
1097,10248,15559,15066,34,3,4818,5311,493
1099,370,914,506,60,45,136,545,409
1101,7919,11539,10662,31,8,2743,3620,877
1103,2576,4391,3593,41,18,1017,1815,798
1105,299,646,417,54,35,118,347,229
1107,146,586,365,75,38,219,440,221
1109,885,2284,1436,61,37,551,1399,848
1111,132,350,233,62,33,101,218,117
1113,1295,3343,2079,61,38,784,2047,1263
1115,340,1199,501,72,58,161,860,699
1117,1629,2197,1908,26,13,279,568,289
1119,158,633,391,75,38,233,475,242
1121,860,2279,1792,62,21,932,1419,487
1123,614,1436,1038,57,28,424,822,398
1125,5556,9078,7763,39,14,2207,3522,1315
1127,468,1654,955,72,42,487,1185,698
1129,98,243,118,60,51,20,145,125
1131,170,419,285,60,32,115,250,135
1133,502,785,716,36,9,214,283,69
2013,10,28,10,64,64,,18,18
2016,16,45,16,64,64,,29,29
2020,5798,6909,7386,16,0,1588,1111,0
2050,77,213,123,64,42,46,136,90
2060,6,16,6,64,64,,10,10
2068,12,15,12,21,21,,3,3
2070,31,86,34,64,60,3,55,52
2090,2055,2588,2470,21,5,415,533,118
2100,54,68,54,21,21,,14,14
2110,693,873,1065,21,0,372,180,0
2122,655,824,803,21,3,148,169,21
2150,249,688,281,64,59,32,439,407
2164,20,55,20,64,64,,35,35
2170,645,812,762,21,6,117,167,50
2180,59,163,65,64,60,6,104,98
2185,60,167,62,64,63,2,107,105
2188,42,116,43,64,63,1,74,73
2220,305,384,343,21,11,38,79,41
2232,,,,0,0,,0,0
2240,46,58,46,21,21,,12,12
2261,130,163,159,21,3,29,34,5
2270,18,51,19,64,62,1,32,31
2282,6,17,6,64,64,,11,11
2290,42,117,42,64,64,,75,75
2999,405,510,541,21,0,136,105,0
4001,509,692,568,26,18,59,183,124
4003,1865,3171,2266,41,29,401,1307,906
4005,910,2694,1279,66,53,369,1784,1415
4007,443,870,484,49,44,41,428,387
4009,349,593,367,41,38,18,244,226
4011,38,65,38,41,41,,27,27
4012,240,358,240,33,33,,118,118
4013,65133,83234,76399,22,8,11266,18101,6835
4015,2920,4360,3200,33,27,280,1440,1160
4017,1281,1740,1380,26,21,99,459,360
4019,21725,26787,26120,19,2,4395,5062,667
4021,2508,4930,3139,49,36,631,2423,1792
4023,402,683,648,41,5,246,281,35
4025,3068,3802,3217,19,15,149,734,585
4027,3137,3865,4070,19,0,933,728,0
5001,563,981,791,43,19,228,418,190
5003,463,766,642,40,16,179,303,124
5005,512,878,736,42,16,224,367,143
5007,2937,3383,3478,13,0,541,446,0
5009,385,661,738,42,0,353,276,0
5011,393,651,516,40,21,123,257,134
5013,27,40,38,32,5,11,13,2
5015,434,745,543,42,27,109,311,202
5017,404,669,498,40,25,94,264,170
5019,455,768,705,41,8,250,313,63
5021,212,341,331,38,3,119,129,10
5023,258,544,333,53,39,75,286,211
5025,125,207,151,40,27,26,82,56
5027,784,1160,959,32,17,175,376,201
5029,374,449,510,17,0,136,76,0
5031,1847,2974,2934,38,1,1087,1127,40
5033,869,1203,1258,28,0,389,334,0
5035,1930,2831,2940,32,0,1010,901,0
5037,285,504,431,43,14,146,219,73
5039,295,436,356,32,18,61,141,80
5041,432,714,736,40,0,304,282,0
5043,512,847,745,40,12,233,335,102
5045,2583,3227,2925,20,9,342,644,302
5047,244,474,301,48,36,57,230,173
5049,122,257,180,53,30,58,135,77
5051,1448,2446,1928,41,21,480,998,518
5053,138,241,159,43,34,21,103,82
5055,736,1185,1045,38,12,309,449,140
5057,239,639,474,63,26,235,399,164
5059,215,364,357,41,2,142,148,6
5061,225,438,353,48,19,128,212,84
5063,421,889,615,53,31,194,468,274
5065,144,303,218,53,28,74,160,86
5067,288,540,568,47,0,280,252,0
5069,2104,3666,2833,43,23,729,1562,833
5071,492,592,618,17,0,126,100,0
5073,67,180,93,63,48,26,112,86
5075,267,430,498,38,0,231,163,0
5077,310,547,636,43,0,326,237,0
5079,257,425,332,40,22,75,168,93
5081,109,292,232,63,20,123,183,60
5083,277,537,387,48,28,110,260,150
5085,985,1230,1487,20,0,502,245,0
5087,94,161,147,42,9,53,67,14
5089,142,244,203,42,17,61,102,41
5091,464,1238,1057,63,15,593,774,181
5093,1457,2138,2161,32,0,704,681,0
5095,237,444,378,47,15,141,207,66
5097,57,97,77,41,20,20,39,19
5099,117,313,203,63,35,86,195,109
5101,67,116,93,42,19,26,48,22
5103,850,1257,1160,32,8,310,407,97
5105,106,128,115,17,10,9,21,12
5107,984,1738,1427,43,18,443,754,311
5109,72,193,104,63,46,32,121,89
5111,610,1077,1139,43,0,529,467,0
5113,186,361,295,48,18,109,175,66
5115,1180,1419,1532,17,0,352,239,0
5117,164,307,197,47,36,33,143,110
5119,10421,13776,14472,24,0,4051,3355,0
5121,227,366,376,38,0,149,139,0
5123,897,1584,1384,43,13,487,687,200
5125,1440,1799,1790,20,0,350,359,9
5127,127,247,200,48,19,73,120,47
5129,84,144,107,42,26,23,60,37
5131,2666,3691,3679,28,0,1013,1025,12
5133,289,560,357,48,36,68,272,204
5135,137,289,202,53,30,65,152,87
5137,78,165,112,53,32,34,87,53
5139,1445,2137,1832,32,14,387,692,305
5141,144,303,176,53,42,32,160,128
5143,2389,4308,3288,45,24,899,1919,1020
5145,1147,2151,1688,47,22,541,1004,463
5147,161,301,406,47,0,245,141,0
5149,309,372,419,17,0,110,63,0
6001,43936,62023,54925,29,11,10989,18087,7098
6003,19,26,20,30,26,1,8,7
6005,467,664,564,30,15,97,197,100
6007,5461,6927,6435,21,7,974,1466,492
6009,504,716,528,30,26,24,212,188
6011,232,427,268,46,37,36,195,159
6013,18743,25373,25395,26,0,6652,6630,0
6015,535,875,673,39,23,138,340,202
6017,1590,2058,2006,23,3,416,468,52
6019,25379,31789,30224,20,5,4845,6410,1565
6021,349,643,403,46,37,54,294,240
6023,2877,3998,3488,28,13,611,1121,510
6025,2480,3221,3551,23,0,1071,741,0
6027,372,528,377,30,29,5,156,151
6029,14666,18917,16753,22,11,2087,4251,2164
6031,1711,2061,2147,17,0,436,350,0
6033,1402,1789,1516,22,15,114,387,273
6035,500,818,543,39,34,43,318,275
6037,325387,399741,394449,19,1,69062,74354,5292
6039,2733,3896,3115,30,20,382,1163,781
6041,7309,9509,9822,23,0,2513,2200,0
6043,223,317,244,30,23,21,94,73
6045,1945,2482,2407,22,3,462,537,75
6047,5802,6604,6729,12,0,927,802,0
6049,140,230,207,39,10,67,89,22
6051,294,417,302,30,28,8,124,116
6053,6221,8462,8191,26,3,1970,2241,271
6055,2764,3351,3662,18,0,898,587,0
6057,1023,1681,1115,39,34,92,658,566
6059,61697,74456,77212,17,0,15515,12759,0
6061,4403,5481,5109,20,7,706,1078,372
6063,297,488,450,39,8,153,191,38
6065,29208,35864,34827,19,3,5619,6656,1037
6067,31360,40949,39945,23,2,8585,9589,1004
6069,775,1026,895,24,13,120,251,131
6071,34622,41757,40452,17,3,5830,7135,1305
6073,68240,83439,87760,18,0,19520,15199,0
6075,33881,59946,49508,43,17,15627,26065,10438
6077,12904,15724,16813,18,0,3909,2820,0
6079,7742,9394,8857,18,6,1115,1652,537
6081,16140,20143,19888,20,1,3748,4003,255
6083,10655,12895,13707,17,0,3052,2240,0
6085,45921,63152,60599,27,4,14678,17231,2553
6087,7178,9633,9875,25,0,2697,2455,0
6089,5289,6017,5882,12,2,593,728,135
6091,19,32,23,39,27,4,12,8
6093,1003,1640,1229,39,25,226,637,411
6095,7442,10472,9583,29,8,2141,3030,889
6097,11205,14991,14372,25,4,3167,3786,619
6099,9724,11314,11652,14,0,1928,1590,0
6101,1753,2466,2016,29,18,263,712,449
6103,979,1805,1193,46,34,214,826,612
6105,163,300,166,46,45,3,137,134
6107,10011,12685,10375,21,18,364,2674,2310
6109,1141,1622,1234,30,24,93,480,387
6111,12687,18291,18235,31,0,5548,5604,56
6113,6966,7625,8108,9,0,1142,659,0
6115,1568,2204,1888,29,14,320,637,317
8001,10384,13031,12684,20,3,2300,2646,346
8003,326,815,488,60,40,162,489,327
8005,14235,18185,16764,22,8,2529,3950,1421
8007,55,82,115,32,0,60,26,0
8009,21,52,46,60,12,25,31,6
8011,28,123,91,77,26,63,96,33
8013,10055,13392,12323,25,8,2268,3337,1069
8015,524,564,588,7,0,64,40,0
8017,2,7,6,77,20,4,5,1
8019,145,165,152,12,8,7,20,13
8021,58,146,129,60,11,71,88,17
8023,34,86,60,60,30,26,52,26
8025,15,66,42,77,36,27,51,24
8027,124,133,128,7,4,4,10,6
8029,361,530,487,32,8,126,169,43
8031,24353,38794,34774,37,10,10421,14441,4020
8033,18,26,22,32,17,4,8,4
8035,400,911,490,56,46,90,511,421
8037,963,1140,990,15,13,27,176,149
8039,49,218,56,77,74,7,169,162
8041,12701,15211,15856,17,0,3155,2510,0
8043,1250,1347,1381,7,0,131,97,0
8045,158,692,450,77,35,292,534,242
8047,178,202,182,12,10,4,24,20
8049,220,260,248,15,5,28,40,12
8051,421,498,449,15,10,28,77,49
8053,3,4,3,15,15,,1,1
8055,99,247,174,60,30,75,149,74
8057,3,14,4,77,70,1,11,10
8059,12301,14329,14856,14,0,2555,2028,0
8061,8,36,16,77,55,8,28,20
8063,30,135,85,77,37,55,104,49
8065,285,338,330,15,2,45,52,7
8067,986,1449,1201,32,17,215,463,248
8069,8201,10748,9862,24,8,1661,2547,886
8071,183,457,415,60,9,232,274,42
8073,33,148,68,77,54,35,115,80
8075,111,491,244,77,50,133,380,247
8077,2277,2879,3222,21,0,945,602,0
8079,10,12,10,15,15,,2,2
8081,32,141,145,77,0,113,108,0
8083,305,448,498,32,0,193,143,0
8085,523,768,767,32,0,244,246,2
8087,145,644,310,77,52,165,499,334
8089,274,686,577,60,16,303,412,109
8091,63,75,65,15,13,2,12,10
8093,239,257,242,7,6,3,18,15
8095,21,91,50,77,46,29,70,41
8097,389,461,400,15,13,11,71,60
8099,89,394,253,77,36,164,305,141
8101,4093,6233,5968,34,4,1875,2141,266
8103,14,59,38,77,37,24,46,22
8105,85,214,173,60,19,88,128,40
8107,69,303,92,77,70,23,234,211
8109,70,176,107,60,39,37,106,69
8111,26,38,27,32,29,1,12,11
8113,179,262,204,32,22,25,84,59
8115,10,45,25,77,44,15,34,19
8117,537,636,548,15,14,11,98,87
8119,320,345,337,7,2,17,25,8
8121,24,105,33,77,69,9,81,72
8123,5449,7178,6894,24,4,1445,1729,284
8125,34,149,101,77,32,67,115,48
9001,20329,32537,28895,38,11,8566,12208,3642
9003,19223,36578,32593,47,11,13370,17355,3985
9005,3366,4690,4220,28,10,854,1324,470
9007,2087,3941,3072,47,22,985,1854,869
9009,22450,36167,34245,38,5,11795,13717,1922
9011,4240,6727,6330,37,6,2090,2487,397
9013,2202,3058,2855,28,7,653,856,203
9015,1807,4146,2976,56,28,1169,2339,1170
10001,3239,4598,3925,30,15,686,1359,673
10003,9240,13768,14062,33,0,4822,4528,0
10005,1495,2738,1988,45,27,493,1243,750
11001,23848,47001,31265,49,33,7417,23153,15736
12001,12946,15458,15196,16,2,2250,2512,262
12003,267,545,454,51,17,187,277,90
12005,3809,5206,4867,27,7,1058,1397,339
12007,219,447,291,51,35,72,227,155
12009,9164,11142,11357,18,0,2193,1978,0
12011,30598,37629,38253,19,0,7655,7031,0
12013,126,327,175,62,47,49,201,152
12015,688,969,941,29,3,253,281,28
12017,528,831,570,36,31,42,303,261
12019,836,1065,1030,22,3,194,229,35
12021,3482,5088,3957,32,22,475,1606,1131
12023,943,1921,1048,51,45,105,978,873
12027,252,349,254,28,27,2,98,96
12029,74,175,94,58,46,20,101,81
12031,19187,30912,29053,38,6,9866,11725,1859
12033,6005,8526,8129,30,5,2124,2521,397
12035,422,1416,594,70,58,172,994,822
12037,221,576,254,62,56,33,354,321
12039,547,859,980,36,0,433,312,0
12041,125,295,165,58,44,40,170,130
12043,116,161,116,28,28,,45,45
12045,90,235,118,62,50,28,144,116
12047,116,275,142,58,48,26,159,133
12049,330,458,373,28,19,43,128,85
12051,482,669,541,28,19,59,187,128
12053,1150,1790,1457,36,19,307,640,333
12055,1493,2071,1658,28,20,165,579,414
12057,24646,31302,31275,21,0,6629,6656,27
12059,185,291,302,37,0,117,107,0
12061,1558,2154,1735,28,19,177,596,419
12063,580,916,907,37,1,327,336,9
12065,77,199,165,62,17,88,123,35
12067,34,80,63,58,22,29,46,17
12069,2509,4293,2999,42,30,490,1784,1294
12071,6473,9359,8263,31,12,1790,2886,1096
12073,12252,14928,13811,18,7,1559,2676,1117
12075,338,798,489,58,39,151,461,310
12077,22,56,33,62,42,11,34,23
12079,187,485,303,62,38,116,298,182
12081,4904,6824,5930,28,13,1026,1920,894
12083,2991,4279,3964,30,7,973,1288,315
12085,1045,1286,1163,19,10,118,241,123
12086,64828,92033,89468,30,3,24640,27205,2565
12087,2132,2666,2574,20,3,442,534,92
12089,301,679,410,56,40,109,378,269
12091,2422,4067,3155,40,22,733,1645,912
12093,263,364,263,28,28,,101,101
12095,22142,26300,26269,16,0,4127,4158,31
12097,4039,4553,4269,11,6,230,514,284
12099,18440,23573,23357,22,1,4917,5133,216
12101,8085,9768,9342,17,4,1257,1683,426
12103,17933,21830,23414,18,0,5481,3897,0
12105,8894,12390,10584,28,15,1690,3496,1806
12107,328,1101,744,70,32,416,773,357
12109,3259,4479,3440,27,23,181,1220,1039
12111,3063,4945,3900,38,21,837,1882,1045
12113,660,1126,927,41,18,267,466,199
12115,4875,6600,5888,26,11,1013,1725,712
12117,6334,7784,7014,19,10,680,1450,770
12119,267,420,313,36,26,46,153,107
12121,328,774,455,58,41,127,447,320
12123,147,382,205,62,46,58,235,177
12125,75,153,177,51,0,102,78,0
12127,5865,8507,7764,31,9,1899,2642,743
12129,177,459,244,62,47,67,282,215
12131,1028,1622,1265,37,22,237,594,357
12133,414,653,525,37,20,111,239,128
13001,191,450,243,57,46,52,259,207
13003,87,132,122,34,7,35,45,10
13005,187,284,344,34,0,157,96,0
13007,78,117,80,33,32,2,39,37
13009,1170,1911,1542,39,19,372,740,368
13011,213,335,241,36,28,28,122,94
13013,798,1822,1116,56,39,318,1024,706
13015,2186,2948,2603,26,12,417,762,345
13017,313,676,499,54,26,186,363,177
13019,225,486,339,54,30,114,261,147
13021,4999,8845,8086,43,9,3087,3846,759
13023,104,254,186,59,27,82,150,68
13025,59,89,87,34,3,28,30,2
13027,367,623,475,41,24,108,256,148
13029,541,673,592,20,12,51,132,81
13031,1796,4224,2112,57,50,316,2428,2112
13033,316,929,613,66,34,297,613,316
13035,263,473,326,44,31,63,210,147
13037,115,172,167,33,3,52,57,5
13039,991,1190,1249,17,0,258,199,0
13043,126,296,200,57,32,74,170,96
13045,2389,3260,3144,27,4,755,871,116
13047,854,1612,1077,47,33,223,758,535
13049,142,215,172,34,20,30,73,43
13051,8181,10755,10694,24,1,2513,2574,61
13053,277,534,284,48,47,7,258,251
13055,296,478,469,38,2,173,183,10
13057,1503,1858,1749,19,6,246,355,109
13059,7777,9426,9157,17,3,1380,1648,268
13061,81,121,99,33,18,18,40,22
13063,6245,7412,7220,16,3,975,1167,192
13065,121,184,161,34,12,40,63,23
13067,10227,13985,11559,27,17,1332,3758,2426
13069,522,790,702,34,11,180,269,89
13071,1660,2487,2090,33,16,430,827,397
13073,591,1055,649,44,38,58,464,406
13075,201,434,260,54,40,59,233,174
13077,2045,3138,2750,35,12,705,1093,388
13079,213,383,269,44,30,56,170,114
13081,1010,1950,1453,48,25,443,940,497
13083,157,297,171,47,42,14,139,125
13085,238,346,238,31,31,,108,108
13087,842,1650,1095,49,34,253,808,555
13089,20733,25954,25314,20,2,4581,5221,640
13091,137,335,366,59,0,229,198,0
13093,302,582,463,48,21,161,281,120
13095,4267,5142,5990,17,0,1723,876,0
13097,2103,2869,2440,27,15,337,766,429
13099,372,558,522,33,6,150,185,35
13101,69,117,69,41,41,,48,48
13103,785,977,859,20,12,74,192,118
13105,424,1122,635,62,43,211,699,488
13107,331,971,583,66,40,252,641,389
13109,88,206,151,57,27,63,118,55
13111,277,349,315,21,10,38,72,34
13113,1245,1910,1344,35,30,99,665,566
13115,2166,3504,2985,38,15,819,1338,519
13117,1217,1771,1289,31,27,72,554,482
13119,351,552,500,36,9,149,201,52
13121,26884,42479,36570,37,14,9686,15595,5909
13123,638,803,660,21,18,22,165,143
13125,48,141,59,66,58,11,93,82
13127,2104,2527,2774,17,0,670,423,0
13129,827,1238,1093,33,12,266,411,145
13131,543,1065,704,49,34,161,521,360
13133,292,772,373,62,52,81,481,400
13135,10452,12689,11372,18,10,920,2237,1317
13137,603,759,803,21,0,200,156,0
13139,2204,3999,2917,45,27,713,1795,1082
13141,136,361,165,62,54,29,225,196
13143,442,716,578,38,19,136,273,137
13145,283,400,303,29,24,20,117,97
13147,379,596,557,36,6,178,217,39
13149,183,259,251,29,3,68,76,8
13151,2049,2209,2251,7,0,202,160,0
13153,1755,3709,2567,53,31,812,1954,1142
13155,74,159,177,54,0,103,85,0
13157,1049,1648,1174,36,29,125,599,474
13159,238,389,305,39,22,67,151,84
13161,117,275,186,57,32,69,158,89
13163,279,819,391,66,52,112,540,428
13165,53,154,129,66,17,76,102,26
13167,168,275,217,39,21,49,106,57
13169,152,322,203,53,37,51,170,119
13171,403,725,553,44,24,150,322,172
13173,118,254,139,54,45,21,136,115
13175,984,1606,1632,39,0,648,622,0
13177,275,332,373,17,0,98,56,0
13179,2013,2506,2427,20,3,414,492,78
13181,116,307,144,62,53,28,191,163
13183,142,177,145,20,18,3,35,32
13185,3525,5983,4357,41,27,832,2458,1626
13187,601,756,620,21,18,19,155,136
13189,253,452,508,44,0,255,199,0
13191,179,223,193,20,13,14,44,30
13193,230,444,414,48,7,184,214,30
13195,655,794,711,17,10,56,139,83
13197,105,202,155,48,24,50,98,48
13199,522,738,611,29,17,89,215,126
13201,71,139,94,49,32,23,68,45
13205,744,1114,1237,33,0,493,371,0
13207,287,516,406,44,21,119,229,110
13209,96,233,120,59,49,24,138,114
13211,336,890,406,62,54,70,554,484
13213,429,643,484,33,25,55,213,158
13215,4027,6235,6257,35,0,2230,2208,0
13217,1734,2446,2209,29,10,475,712,237
13219,491,595,504,17,15,13,104,91
13221,73,192,78,62,60,5,120,115
13223,1676,2261,1871,26,17,195,585,390
13225,344,726,650,53,11,306,382,76
13227,368,535,502,31,6,134,167,33
13229,210,318,300,34,6,90,108,18
13231,210,379,218,44,42,8,168,160
13233,586,948,853,38,10,267,362,95
13235,82,200,171,59,15,89,118,29
13237,535,873,654,39,25,119,338,219
13239,51,77,52,33,32,1,26,25
13241,305,384,365,21,5,60,79,19
13243,218,326,345,33,0,127,108,0
13245,5423,9710,8962,44,8,3539,4287,748
13247,1665,2349,2012,29,14,347,684,337
13249,63,121,87,48,28,24,58,34
13251,120,353,197,66,44,77,233,156
13253,141,276,145,49,48,4,135,131
13255,2024,3105,2737,35,12,713,1081,368
13257,635,997,906,36,9,271,363,92
13259,117,176,161,33,8,44,58,14
13261,971,1874,1729,48,8,758,903,145
13263,98,138,140,29,0,42,40,0
13265,39,102,42,62,59,3,64,61
13267,213,502,346,57,31,133,288,155
13269,142,275,209,48,24,67,132,65
13271,127,311,189,59,39,62,183,121
13273,310,464,409,33,12,99,154,55
13275,1187,2326,1575,49,32,388,1139,751
13277,548,1183,958,54,19,410,636,226
13279,444,1083,636,59,41,192,639,447
13281,119,150,121,21,19,2,31,29
13283,78,191,140,59,27,62,113,51
13285,1991,2813,2723,29,3,732,822,90
13287,145,314,243,54,22,98,169,71
13289,48,102,56,53,45,8,54,46
13291,309,389,356,21,8,47,80,33
13293,628,1130,959,44,15,331,502,171
13295,1122,2118,1449,47,32,327,996,669
13297,1041,2378,1542,56,35,501,1337,836
13299,692,1048,1114,34,0,422,356,0
13301,122,324,195,62,40,73,202,129
13303,265,779,472,66,39,207,514,307
13305,385,905,586,57,35,201,520,319
13307,34,67,36,48,45,2,32,30
13309,35,86,47,59,45,12,51,39
13311,412,519,471,21,9,59,107,48
13313,1317,1971,1489,33,24,172,654,482
13315,38,94,62,59,33,24,55,31
13317,159,421,281,62,33,122,262,140
13319,99,162,156,39,4,57,63,6
13321,674,1010,796,33,21,122,336,214
15001,3998,5373,5205,26,3,1207,1375,168
15003,17344,26443,25192,34,5,7848,9099,1251
15005,2,3,2,32,32,,1,1
15007,980,1432,1541,32,0,561,452,0
15009,2788,4073,3797,32,7,1009,1285,276
16001,7122,8952,8674,20,3,1552,1830,278
16003,44,71,46,38,35,2,27,25
16005,1461,2088,1917,30,8,456,627,171
16007,48,69,74,30,0,26,21,0
16009,122,144,143,15,1,21,22,1
16011,305,436,395,30,9,90,131,41
16013,282,427,317,34,26,35,145,110
16015,81,130,104,38,20,23,49,26
16017,500,591,577,15,2,77,91,14
16019,1334,1991,1750,33,12,416,657,241
16021,127,150,142,15,5,15,23,8
16023,22,32,23,33,30,1,11,10
16025,3,5,3,34,34,,2,2
16027,2565,3801,3199,33,16,634,1236,602
16029,31,45,52,30,0,21,13,0
16031,147,222,219,34,2,72,76,4
16033,3,5,3,33,33,,2,2
16035,95,119,110,20,8,15,24,9
16037,23,34,23,33,33,,11,11
16039,362,584,423,38,28,61,222,161
16041,99,141,113,30,20,14,42,28
16043,66,99,94,33,5,28,33,5
16045,232,375,251,38,33,19,142,123
16047,113,172,133,34,22,20,58,38
16049,222,278,261,20,6,39,56,17
16051,113,169,128,33,24,15,56,41
16053,166,252,228,34,9,62,86,24
16055,2221,2625,2575,15,2,354,404,50
16057,1464,1834,1562,20,15,98,370,272
16059,88,132,116,33,12,28,43,15
16061,71,89,99,20,0,28,18,0
16063,26,40,33,34,16,7,14,7
16065,992,1481,1057,33,29,65,489,424
16067,85,128,119,34,8,34,44,10
16069,925,1159,1299,20,0,374,234,0
16071,51,73,57,30,22,6,22,16
16073,158,255,170,38,33,12,97,85
16075,304,491,375,38,24,71,186,115
16077,65,93,85,30,9,20,28,8
16079,219,258,300,15,0,81,40,0
16081,167,250,169,33,32,2,83,81
16083,695,1052,1025,34,3,330,358,28
16085,135,218,139,38,36,4,83,79
16087,167,269,207,38,23,40,102,62
17001,1339,2449,1663,45,32,324,1110,786
17003,82,405,336,80,17,254,323,69
17005,94,336,206,72,39,112,243,131
17007,479,846,717,43,15,238,368,130
17009,95,173,154,45,11,59,79,20
17011,435,1043,568,58,46,133,608,475
17013,79,138,102,43,27,23,60,37
17015,125,257,176,51,31,51,131,80
17017,185,327,227,43,30,42,141,99
17019,9169,11584,10154,21,12,985,2415,1430
17021,838,1577,1095,47,31,257,739,482
17023,208,790,287,74,64,79,582,503
17025,169,643,286,74,55,117,473,356
17027,235,470,369,50,22,134,236,102
17029,2826,3980,3194,29,20,368,1154,786
17031,185395,255518,235984,27,8,50589,70123,19534
17033,234,886,247,74,72,13,652,639
17035,116,163,162,29,1,46,47,1
17037,3160,4458,3932,29,12,772,1298,526
17039,339,637,445,47,30,106,298,192
17041,320,450,324,29,28,4,131,127
17043,11703,15172,14400,23,5,2697,3469,772
17045,346,487,467,29,4,121,141,20
17047,33,163,75,80,54,42,130,88
17049,248,892,527,72,41,279,643,364
17051,130,468,168,72,64,38,338,300
17053,102,236,164,57,31,62,134,72
17055,646,1076,1059,40,2,413,430,17
17057,649,964,979,33,0,330,315,0
17059,42,210,110,80,47,68,167,99
17061,166,292,289,43,1,123,126,3
17063,220,594,394,63,34,174,375,201
17065,63,313,72,80,77,9,250,241
17067,231,342,272,33,21,41,112,71
17069,33,164,114,80,30,81,131,50
17071,122,182,154,33,15,32,59,27
17073,632,1163,981,46,16,349,531,182
17075,391,905,398,57,56,7,514,507
17077,3196,5322,3902,40,27,706,2125,1419
17079,101,383,127,74,67,26,282,256
17081,744,1299,1147,43,12,403,555,152
17083,273,382,548,28,0,275,109,0
17085,174,356,259,51,27,85,182,97
17087,56,276,134,80,52,78,221,143
17089,5461,8671,7787,37,10,2326,3210,884
17091,2426,3096,3115,22,0,689,670,0
17093,460,849,625,46,26,165,389,224
