county,ELI_Cutoff,Housing gap,Total ELI renters,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),Number of HUD asst units,AAA units,AAA units (asst off)
31003,12800,23.52808029,62.86824685,40.52808029,62.57557437,35.53489668,17,39.34016656,22.34016656
31005,12800,1.068435754,3.667946927,1.068435754,70.8710138,70.8710138,,2.599511173,2.599511173
31007,12800,0.860805861,3.664412511,0.860805861,76.50903499,76.50903499,,2.80360665,2.80360665
31009,12800,1.633173844,3.799043062,1.633173844,57.0109152,57.0109152,,2.165869219,2.165869219
31011,12800,20.35575486,54.3916293,39.35575486,62.57557437,27.6437287,19,34.03587444,15.03587444
31013,12800,60.94505495,259.4404058,103.945055,76.50903499,59.93490118,43,198.4953508,155.4953508
31015,12800,2.582417582,10.99323753,6.582417582,76.50903499,40.12302961,4,8.41081995,4.41081995
31017,12800,13.77289377,58.63060017,21.77289377,76.50903499,62.86428297,8,44.8577064,36.8577064
31019,13400,515.0844743,1201.170757,803.0844743,57.11813068,33.14152299,288,686.0862826,398.0862826
31021,12800,37.27482383,99.60025625,53.27482383,62.57557437,46.51135867,16,62.32543242,46.32543242
31023,12800,41.01662562,94.16748769,59.01662562,56.44290124,37.32802365,18,53.15086207,35.15086207
31025,16850,132.6508121,341.8677494,181.6508121,61.19820829,46.86518036,49,209.2169374,160.2169374
31027,12800,36.74610293,98.18748665,43.74610293,62.57557437,55.44635634,7,61.44138373,54.44138373
31029,12800,14.31703911,49.15048883,19.31703911,70.8710138,60.698175,5,34.83344972,29.83344972
31031,12800,23.58608059,100.4049028,46.58608059,76.50903499,53.60178707,23,76.8188222,53.8188222
31033,12800,37.53113553,159.7683855,72.53113553,76.50903499,54.60232303,35,122.2372499,87.23724993
31035,12800,23.2965642,54.32730561,28.2965642,57.11813068,47.91465566,5,31.03074141,26.03074141
31037,12800,29.0796498,77.70232757,57.0796498,62.57557437,26.54061779,28,48.62267777,20.62267777
31039,12800,45.99871877,122.9109545,71.99871877,62.57557437,41.42204895,26,76.91223575,50.91223575
31041,12800,78.3923445,182.354067,124.3923445,57.0109152,31.78526449,46,103.9617225,57.96172249
31043,14450,187.431561,500.8268204,375.431561,62.57557437,25.03764861,188,313.3952594,125.3952594
31045,12800,85.56410256,364.2426036,103.5641026,76.50903499,71.56727369,18,278.678501,260.678501
31047,12800,131.6312849,451.8910615,270.6312849,70.8710138,40.1113879,139,320.2597765,181.2597765
31049,12800,4.304029304,18.32206255,5.304029304,76.50903499,71.05113418,1,14.01803325,13.01803325
31051,12800,25.90732437,69.22571002,26.90732437,62.57557437,61.13102436,1,43.31838565,42.31838565
31053,12800,372.2262181,959.3016241,550.2262181,61.19820829,42.6430432,178,587.075406,409.075406
31055,16850,8750,14144,12466,38.13631222,11.86368778,3716,5394,1678
31057,12800,4.914804469,16.87255587,10.91480447,70.8710138,35.31030772,6,11.9577514,5.957751397
31059,12800,34.06465517,78.20689655,45.06465517,56.44290124,42.3776455,11,44.14224138,33.14224138
31061,12800,12.2882976,28.6561612,25.2882976,57.11813068,11.7526684,13,16.3678636,3.367863601
31063,12800,11.7527933,40.3474162,17.7527933,70.8710138,56.00017308,6,28.59462291,22.59462291
31065,12800,15.59916201,53.55202514,35.59916201,70.8710138,33.52415354,20,37.95286313,17.95286313
31067,12800,223.5058498,513.1330049,301.5058498,56.44290124,41.24216395,78,289.6271552,211.6271552
31069,12800,6.197802198,26.38377008,12.1978022,76.50903499,53.76778162,6,20.18596788,14.18596788
31071,12800,17.63827751,41.02966507,29.63827751,57.0109152,27.76378394,12,23.39138756,11.39138756
31073,12800,6.196927374,21.27409218,6.196927374,70.8710138,70.8710138,,15.07716481,15.07716481
31075,12800,1.068435754,3.667946927,1.068435754,70.8710138,70.8710138,,2.599511173,2.599511173
31077,12800,10.4523126,24.3138756,10.4523126,57.0109152,57.0109152,,13.861563,13.861563
31079,14450,735.2548644,1710.329187,1152.254864,57.0109152,32.62964385,417,975.0743222,558.0743222
31081,12800,46.70877193,108.6526316,50.70877193,57.0109152,53.32945812,4,61.94385965,57.94385965
31083,12800,14.080341,32.83518471,15.080341,57.11813068,54.07261713,1,18.75484371,17.75484371
31085,12800,0.854748603,2.934357542,0.854748603,70.8710138,70.8710138,,2.079608939,2.079608939
31087,12800,8.974860335,30.81075419,8.974860335,70.8710138,70.8710138,,21.83589386,21.83589386
31089,12800,27.02930403,115.0625528,40.02930403,76.50903499,65.21083268,13,88.0332488,75.0332488
31091,12800,2.136871508,7.335893855,2.136871508,70.8710138,70.8710138,,5.199022346,5.199022346
31093,12800,25.80414673,60.02488038,34.80414673,57.0109152,42.01713272,9,34.22073365,25.22073365
31095,12800,71.95289409,165.1921182,97.95289409,56.44290124,40.70365152,26,93.23922414,67.23922414
31097,12800,36.15024631,82.99507389,39.15024631,56.44290124,52.82822887,3,46.84482759,43.84482759
31099,12800,36.60888659,85.37148024,38.60888659,57.11813068,54.77542795,2,48.76259365,46.76259365
31101,12800,48.29329609,165.7912011,89.29329609,70.8710138,46.14111275,41,117.497905,76.49790503
31103,12800,2.238095238,9.527472528,2.238095238,76.50903499,76.50903499,,7.289377289,7.289377289
31105,12800,17.38827839,74.02113271,21.38827839,76.50903499,71.1051728,4,56.63285433,52.63285433
31107,12800,29.6083707,79.11509716,78.6083707,62.57557437,0.640492744,49,49.50672646,0.506726457
31109,15300,6756,8880,7454,23.91891892,16.05855856,698,2124,1426
31111,12800,267.3226257,917.7203212,512.3226257,70.8710138,44.17442724,245,650.3976955,405.3976955
31113,12800,0.641061453,2.200768156,0.641061453,70.8710138,70.8710138,,1.559706704,1.559706704
31115,12800,1.633173844,3.799043062,1.633173844,57.0109152,57.0109152,,2.165869219,2.165869219
31117,12800,0,0,0,0,0,,0,0
31119,12800,372.2195174,994.5897929,570.2195174,62.57557437,42.66786956,198,622.3702755,424.3702755
31121,12800,53.24146731,123.8488038,69.24146731,57.0109152,44.09193697,16,70.60733653,54.60733653
31123,12800,16.87179487,71.82248521,27.87179487,76.50903499,61.19349701,11,54.95069034,43.95069034
31125,12800,22.99935939,61.45547726,36.99935939,62.57557437,39.79485469,14,38.45611787,24.45611787
31127,12800,62.91533251,144.4433498,78.91533251,56.44290124,45.36589421,16,81.52801724,65.52801724
31129,12800,21.2485146,49.55127874,29.2485146,57.11813068,40.97323956,8,28.30276414,20.30276414
31131,12800,108.1031404,248.1871921,151.1031404,56.44290124,39.11726907,43,140.0840517,97.08405173
31133,12800,15.29433498,35.11330049,34.29433498,56.44290124,2.332351293,19,19.81896552,0.818965518
31135,12800,13.67597765,46.94972067,16.67597765,70.8710138,64.48119943,3,33.27374302,30.27374302
31137,12800,48.89718419,114.0276414,82.89718419,57.11813068,27.30079905,34,65.13045725,31.13045725
31139,12800,32.78069614,87.59171471,32.78069614,62.57557437,62.57557437,,54.81101858,54.81101858
31141,12800,227.8787102,608.9036942,347.8787102,62.57557437,42.86802436,120,381.024984,261.024984
31143,12800,29.54587438,67.83251232,37.54587438,56.44290124,44.6491467,8,38.28663793,30.28663793
31145,12800,82.05586592,281.698324,174.0558659,70.8710138,38.21196256,92,199.6424581,107.6424581
31147,12800,54.22536946,124.4926108,89.22536946,56.44290124,28.32878284,35,70.26724138,35.26724138
31149,12800,3.615384615,15.39053254,10.61538462,76.50903499,31.02652826,7,11.77514793,4.775147929
31151,12800,131.7398399,302.453202,159.7398399,56.44290124,47.18527069,28,170.7133621,142.7133621
31153,16850,586.3074246,1187.4099,996.3074246,50.62299675,16.09406112,410,601.1024749,191.1024749
31155,12800,85.75406033,221.0054138,122.7540603,61.19820829,44.45653696,37,135.2513535,98.25135345
31157,12800,279.4175824,1189.468301,511.4175824,76.50903499,57.00452193,232,910.0507185,678.0507185
31159,12800,147.3817734,338.364532,172.3817734,56.44290124,49.05441999,25,190.9827586,165.9827586
31161,12800,26.85714286,114.3296703,34.85714286,76.50903499,69.51172626,8,87.47252747,79.47252747
31163,12800,14.69856459,34.19138756,15.69856459,57.0109152,54.08620207,1,19.49282297,18.49282297
31165,12800,2.238095238,9.527472528,2.238095238,76.50903499,76.50903499,,7.289377289,7.289377289
31167,12800,13.74674354,36.7320094,19.74674354,62.57557437,46.24104735,6,22.98526586,16.98526586
31169,12800,26.41748769,60.65024631,40.41748769,56.44290124,33.35973034,14,34.23275862,20.23275862
31171,12800,1.495810056,5.135125698,1.495810056,70.8710138,70.8710138,,3.639315642,3.639315642
31173,12800,38.86098655,103.838565,38.86098655,62.57557437,62.57557436,,64.97757847,64.97757847
31175,12800,37.88963317,88.13779904,74.88963317,57.0109152,15.03119662,37,50.24816587,13.24816587
31177,16850,94.06148492,242.4153132,138.0614849,61.19820829,43.04753975,44,148.3538283,104.3538283
31179,12800,93.58360026,250.0602178,112.5836003,62.57557437,54.97740455,19,156.4766176,137.4766176
31181,12800,13.8243348,32.23818135,35.8243348,57.11813068,0,22,18.41384655,0
31183,12800,0.653269538,1.519617225,0.653269538,57.0109152,57.0109152,,0.866347687,0.866347687
31185,12800,146.6865764,336.7684729,216.6865764,56.44290124,35.65710754,70,190.0818966,120.0818966
32001,16050,130.0405865,680.5773763,196.0405865,80.89260809,71.19495984,66,550.5367897,484.5367897
32003,16050,28697,35284,33751,18.66851831,4.344745494,5054,6587,1533
32005,17500,558.8875729,792.6299198,621.8875729,29.48946805,21.54124424,63,233.7423469,170.7423469
32007,17550,205.5538099,1075.781618,263.5538099,80.89260809,75.50117929,58,870.2278083,812.2278083
32009,16050,3.587326525,18.77454831,3.587326525,80.89260809,80.89260809,,15.18722179,15.18722179
32011,17150,4.125425504,21.59073056,4.125425504,80.89260809,80.89260809,,17.46530505,17.46530505
32013,16700,57.75595706,302.2702278,72.75595706,80.89260809,75.93016104,15,244.5142708,229.5142708
32015,16350,20.08902854,105.1374705,44.08902854,80.89260809,58.06535166,24,85.048442,61.048442
32017,16050,20.98586017,109.8311076,41.98586017,80.89260809,61.77234202,21,88.84524745,67.84524745
32019,16050,328.5668732,465.9826895,380.5668732,29.48946805,18.33025523,52,137.4158163,85.41581632
32021,16050,22.24142446,116.4021995,22.24142446,80.89260809,80.89260809,,94.16077507,94.16077507
32023,16050,166.9900498,873.9552239,197.9900498,80.89260809,77.34551561,31,706.9651741,675.9651741
32027,16050,22.77952344,119.2183818,22.77952344,80.89260809,80.89260809,,96.43885835,96.43885835
32029,17150,27.71045918,39.2997449,27.71045918,29.48946805,29.48946805,,11.58928571,11.58928571
32031,17200,8135,10591,9782,23.18950052,7.638561042,1647,2456,809
32033,16050,30.85100812,161.4611155,36.85100812,80.89260809,77.17654309,6,130.6101074,124.6101074
32510,16800,1059.835095,1503.087646,1350.835095,29.48946805,10.12931957,291,443.252551,152.252551
33001,14050,651.1534225,1123.38631,963.1534225,42.03655353,14.2633826,312,472.2328875,160.2328875
33003,14050,445.0479937,767.8080252,588.0479937,42.03655353,23.41210636,143,322.7600315,179.7600315
33005,14050,865.8461539,1539.79849,1094.846154,43.76886589,28.89679,229,673.9523361,444.9523361
33007,14050,381.7910448,754.4778416,787.7910448,49.39665239,0,406,372.6867968,0
33009,14050,918.2089552,1814.522158,1214.208955,49.39665239,33.08381771,296,896.3132032,600.3132032
33011,18100,5353.91763,9064.280238,7453.91763,40.93389117,17.76602847,2100,3710.362608,1610.362608
33013,16275,1599.798584,2761.805665,2409.798584,42.0741798,12.74554128,810,1162.007081,352.007081
33015,16950,2235.08237,3704.719762,3278.08237,39.66932687,11.51605032,1043,1469.637392,426.637392
33017,15275,1600,2721,2392,41.19808894,12.09114296,792,1121,329
33019,14050,438.1538462,779.2015102,803.1538462,43.76886589,0,365,341.047664,0
34001,14850,4042,6723,6446,39.87803064,4.120184442,2404,2681,277
34003,21800,14569,19474,20222,25.18742939,0,5653,4905,0
34005,17350,3952,5191,4553,23.86823348,12.29050279,601,1239,638
34007,17350,8665,14093,12207,38.51557511,13.38253033,3542,5428,1886
34009,14850,1620,2375,2108,31.78947368,11.24210526,488,755,267
34011,14150,2714,4620,4332,41.25541126,6.233766234,1618,1906,288
34013,21200,30504,53310,47166,42.77996624,11.52504221,16662,22806,6144
34015,17350,2850.765619,4533.113037,4560.765619,37.11240827,0,1710,1682.347418,0
34017,15950,23853,34344,33911,30.54682041,1.260773352,10058,10491,433
34019,24250,1075,1578,1252,31.87579214,20.6590621,177,503,326
34021,20650,6059,10389,8702,41.67869862,16.238329,2643,4330,1687
34023,24250,12889,19015,17107,32.21667105,10.03418354,4218,6126,1908
34025,18950,8182,12910,12670,36.62277304,1.859024012,4488,4728,240
34027,21200,3787,5802,5559,34.72940365,4.188210962,1772,2015,243
34029,18950,5546,8259,7746,32.8490132,6.211405739,2200,2713,513
34031,21800,14984,22322,19995,32.87339844,10.42469313,5011,7338,2327
34033,17350,1054.234381,1801.886963,1619.234381,41.49275718,10.13673921,565,747.6525822,182.6525822
34035,24250,2911,4114,3710,29.241614,9.820126398,799,1203,404
34037,21200,1162,1787,1624,34.97481813,9.121432569,462,625,163
34039,21200,11475,17294,15419,33.64750781,10.84191049,3944,5819,1875
34041,21200,1489,2638,2334,43.55572403,11.52388173,845,1149,304
35001,14500,12614,17002,15712,25.80872839,7.587342666,3098,4388,1290
35003,9800,25.08037889,51.80622463,25.08037889,51.58809763,51.58809763,,26.72584574,26.72584574
35005,10400,718.15625,1429.166667,946.15625,49.75,33.79664723,228,711.0104167,483.0104167
35006,9800,261.6356164,417.9342466,349.6356164,37.39789965,16.34195587,88,156.2986301,68.29863014
35007,10750,159.5587742,267.0014364,232.5587742,40.24048096,12.89980408,73,107.4426622,34.4426622
35009,10300,650.0146038,1087.717261,922.0146038,40.24048096,15.23398252,272,437.7026574,165.7026574
35011,9800,14.99209959,25.08738329,25.99209959,40.24048096,0,11,10.0952837,0
35013,10550,3107,4396,3552,29.32211101,19.19927207,445,1289,844
35015,11300,565.6153846,1266.632754,754.6153846,55.3449583,40.42350618,189,701.0173697,512.0173697
35017,10600,415.3937754,858.0405954,537.3937754,51.58809763,37.36965614,122,442.64682,320.64682
35019,9800,34.32398397,69.72467086,69.32398397,50.77211044,0.574670179,35,35.40068689,0.400686891
35021,9800,6.782140292,11.34905435,6.782140292,40.24048096,40.24048096,,4.566914053,4.566914053
35023,11300,67.79539919,140.038701,124.7953992,51.58809763,10.88506367,57,72.24330176,15.24330176
35025,11050,612.3846154,1371.367246,954.3846154,55.3449583,30.40634313,342,758.9826303,416.9826303
35027,9950,219.8841274,367.9482883,226.8841274,40.24048096,38.33803972,7,148.0641609,141.0641609
35028,17800,129.1932703,237.0318409,162.1932703,45.49539429,31.5732141,33,107.8385706,74.83857063
35029,9800,327.2205683,675.9093369,450.2205683,51.58809763,33.39039073,123,348.6887686,225.6887686
35031,9800,811.3643836,1296.065753,1019.364384,37.39789965,21.34933117,208,484.7013698,276.7013698
35033,9800,29.50658271,59.93875215,58.50658271,50.77211044,2.389388138,29,30.43216943,1.432169434
35035,11100,688.84375,1370.833333,788.84375,49.75,42.45516717,100,681.9895833,581.9895833
35037,9800,95.30691884,159.4840795,163.3069188,40.24048096,0,68,64.17716064,0
35039,9800,219.7939325,446.4825415,322.7939325,50.77211044,27.70289934,103,226.688609,123.688609
35041,9800,292.7028968,489.8012928,335.7028968,40.24048096,31.46141063,43,197.098396,154.098396
35043,14500,669.2814966,1192.73195,710.2814966,43.88667992,40.4491934,41,523.4504531,482.4504531
35045,10200,1000,1713,1319,41.62288383,23.00058377,319,713,394
35047,9800,372.7464224,757.1854608,562.7464224,50.77211044,25.67918277,190,384.4390384,194.4390384
35049,17800,2296.80673,4213.968159,2990.80673,45.49539429,29.02635671,694,1917.161429,1223.161429
35051,9800,212.7913397,439.5434371,287.7913397,51.58809763,34.52493761,75,226.7520974,151.7520974
35053,10500,280.9786198,580.3916103,372.9786198,51.58809763,35.73673135,92,299.4129905,207.4129905
35055,11000,395.6290784,803.6685747,523.6290784,50.77211044,34.845147,128,408.0394963,280.0394963
35057,10050,118.7399188,245.2700947,124.7399188,51.58809763,49.14181488,6,126.5301759,120.5301759
35059,9800,51.75843907,86.61120421,72.75843907,40.24048096,15.99419529,21,34.85276514,13.85276514
35061,14500,459.7185034,819.2680503,547.7185034,43.88667992,33.14538469,88,359.5495469,271.5495469
36001,15400,7610,10938,9804,30.42603767,10.36752606,2194,3328,1134
36003,12100,779.6264217,1175.691164,832.6264217,33.68782161,29.17983502,53,396.0647419,343.0647419
36005,16850,85336,135191,135366,36.87745486,0,50030,49855,0
36007,13250,5406.073058,6824.305061,6239.073058,20.78207217,8.575701082,833,1418.232003,585.2320029
36009,12100,1153.373578,1739.308836,1416.373578,33.68782161,18.56687273,263,585.9352581,322.9352581
36011,14100,1055.613111,2134.477612,1415.613111,50.54466231,33.67870888,360,1078.864501,718.864501
36013,12100,3280,4128,3923,20.54263566,4.966085271,643,848,205
36015,12700,1745.761857,2700.01681,2343.761857,35.342556,13.19454574,598,954.254953,356.254953
36017,12100,655.0496471,970.3098824,818.0496471,32.49067551,15.69191843,163,315.2602353,152.2602353
36019,12800,1332.596244,2161.847711,1758.596244,38.35845896,18.65309314,426,829.2514672,403.2514672
36021,13850,884.4370678,1318.955279,1214.437068,32.9441201,7.924318042,330,434.5182111,104.5182111
36023,12950,973.9503529,1442.690118,1196.950353,32.49067551,17.03344063,223,468.7397647,245.7397647
36025,12100,742.7015707,1021.798055,900.7015707,27.31425091,11.85131289,158,279.0964846,121.0964846
36027,17900,4423,6663,5946,33.61849017,10.76091851,1523,2240,717
36029,14050,22964,35378,29523,35.08960371,16.54983323,6559,12414,5855
36031,12100,474.685446,770.0739437,586.685446,38.35845896,23.81440109,112,295.3884977,183.3884977
36033,12100,712.028169,1155.110916,972.028169,38.35845896,15.84979798,260,443.0827465,183.0827465
36035,12100,846.7653754,1402.741957,1022.765375,39.63498623,27.08813118,176,555.9765813,379.9765813
36037,15700,842.6409432,1308.060021,1033.640943,35.5808656,20.97908916,191,465.4190782,274.4190782
36039,12650,723.5629322,1079.044721,811.5629322,32.9441201,24.78875839,88,355.4817889,267.4817889
36041,12100,56.69014085,91.96742958,60.69014085,38.35845896,34.00909308,4,35.27728873,31.27728873
36043,12100,990.269196,1519.284553,1296.269196,34.8200313,14.67897218,306,529.0153568,223.0153568
36045,12100,1474.368267,2929.998174,2237.368267,49.68023256,23.6392607,763,1455.629907,692.6299069
36047,16850,145216,211321,201015,31.28179405,4.876940768,55799,66105,10306
36049,12100,256.6317327,510.0018258,344.6317327,49.68023256,32.42539237,88,253.3700931,165.3700931
36051,15700,798.3806188,1154.180677,1014.380619,30.82706767,12.1124934,216,355.8000584,139.8000584
36053,14100,738.1385281,1219.704841,1002.138528,39.48220065,17.83761983,264,481.5663125,217.5663125
36055,15700,20266.16575,26270.06932,24683.16575,22.85454026,6.040728517,4417,6003.903569,1586.903569
36057,15400,906.2346246,1501.258043,1378.234625,39.63498623,8.194688395,472,595.0234187,123.0234187
36059,22950,13545,20527,18879,34.013738,8.028450334,5334,6982,1648
36061,16850,80636,132354,122044,39.07550962,7.78971546,41408,51718,10310
36063,14050,4181,6841,5760,38.88320421,15.80178337,1579,2660,1081
36065,12100,4627.730804,7085.715447,5836.730804,34.68929371,17.62679651,1209,2457.984643,1248.984643
36067,14100,11286.24836,16188.81755,14577.24836,30.28367682,9.954829507,3291,4902.569186,1611.569186
36069,15700,1539,2157,2049,28.65090403,5.006954103,510,618,108
36071,16300,5986,7717,7655,22.4309965,0.803421019,1669,1731,62
36073,15700,571.3590568,886.9399786,745.3590568,35.5808656,15.96285264,174,315.5809218,141.5809218
36075,14100,2261,3879,2927,41.71178139,24.54240784,666,1618,952
36077,12550,1145.295812,1575.681376,1256.295812,27.31425091,20.26967949,111,430.3855647,319.3855647
36079,16850,490.9542857,750.4725275,652.9542857,34.58064516,12.99424538,162,259.5182418,97.51824176
36081,16850,77143,96546,92947,20.09715576,3.727756717,15804,19403,3599
36083,15400,3168,5020,4243,36.89243028,15.47808765,1075,1852,777
36085,16850,8400,14314,12987,41.31619394,9.270644125,4587,5914,1327
36087,24700,5209,8469,7833,38.49332861,7.50974141,2624,3260,636
36089,12100,1990,3162,2488,37.06514864,21.31562302,498,1172,674
36091,15400,2026,3167,2739,36.02778655,13.51436691,713,1141,428
36093,15400,3403,5116,4629,33.48318999,9.51915559,1226,1713,487
36095,15400,499.0026178,686.5205684,604.0026178,27.31425091,12.01973465,105,187.5179506,82.51795064
36097,12100,217.2381429,335.9831899,264.2381429,35.342556,21.3537609,47,118.745047,71.74504702
36099,13450,644.0989725,794.0094359,715.0989725,18.88018664,9.938227411,71,149.9104634,78.91046341
36101,12100,1315.560603,2097.920507,1718.560603,37.29216152,18.08266341,403,782.3599039,379.3599039
36103,22950,16796,23300,21653,27.91416309,7.068669528,4857,6504,1647
36105,13550,1637.820449,2201.371571,2156.820449,25.6,2.023789295,519,563.5511222,44.5511222
36107,13250,622.9269423,822.6949394,755.9269423,24.28214732,8.115766118,133,199.7679972,66.76799715
36109,15250,4223.901028,5206.990564,4621.901028,18.88018664,11.23661603,398,983.0895366,585.0895366
36111,13350,3015.179551,3791.628429,3424.179551,20.47797912,9.691057146,409,776.4488778,367.4488778
36113,12950,1108.308066,1455.577926,1432.308066,23.85786802,1.598668136,324,347.2698605,23.2698605
36115,12950,691.6919345,908.422074,815.6919345,23.85786802,10.20782543,124,216.7301395,92.73013947
36117,15700,1300.834249,2145.93068,1621.834249,39.38134811,24.4228034,321,845.096431,524.096431
36119,24950,23703.04571,38450.52747,33707.04571,38.3544329,12.33658436,10004,14747.48176,4743.481759
36121,12500,397.6193812,574.8193228,443.6193812,30.82706767,22.82455311,46,177.1999416,131.1999416
36123,12100,268.4393973,428.0794933,365.4393973,37.29216152,14.63281869,97,159.6400961,62.64009609
37001,15300,1618,3230,2811,49.90712074,12.97213622,1193,1612,419
37003,13900,239.4032854,519.7256674,290.4032854,53.93660532,44.12373611,51,280.3223819,229.3223819
37005,12050,80.34918759,199.8138848,148.3491876,59.78798587,25.75631681,68,119.4646972,51.4646972
37007,12050,308.561194,593.0820896,385.561194,47.97327394,34.99024826,77,284.5208955,207.5208955
37009,12050,218.2312515,346.876248,344.2312515,37.08671241,0.762518776,126,128.6449965,2.64499652
37011,12050,148.9217553,236.7095426,182.9217553,37.08671241,22.72311743,34,87.78778733,53.78778733
37013,12050,653.8252427,1498.887908,1075.825243,56.37931035,28.22510364,422,845.0626655,423.0626655
37015,12050,271.9805825,623.5127979,338.9805825,56.37931035,45.63374101,67,351.5322154,284.5322154
37017,12050,374.4194978,820.9276219,558.4194978,54.390681,31.97701199,184,446.5081241,262.5081241
37019,13700,620.0741789,975.8771806,798.0741789,36.45981367,18.21981344,178,355.8030017,177.8030017
37021,13550,2955.041591,5426.947559,4286.041591,45.5487351,21.02297756,1331,2471.905968,1140.905968
37023,13900,846.9770021,1838.720329,1127.977002,53.93660532,38.6542377,281,991.7433265,710.7433265
37025,17150,1183,2523,1633,53.11137535,35.27546572,450,1340,890
37027,13900,715.6197125,1553.554004,1034.619713,53.93660532,33.40304168,319,837.9342916,518.9342916
37029,13450,45.75028528,98.44998098,58.75028528,53.52941177,40.32473679,13,52.6996957,39.6996957
37031,12700,579.6892039,1178.350055,894.6892039,50.80500895,24.07271502,315,598.6608506,283.6608506
37033,12050,157.081363,331.0883171,348.081363,52.55605381,0,191,174.0069541,0
37035,13900,1362,2421,1766,43.74225527,27.05493598,404,1059,655
37037,18700,525.5969275,764.2227556,723.5969275,31.22464313,5.315966821,198,238.6258281,40.62582813
37039,12050,174.8187802,365.5111891,293.8187802,52.17142857,19.61428571,119,190.692409,71.69240895
37041,12050,158.3906428,340.8406238,283.3906428,53.52941177,16.8553796,125,182.449981,57.44998098
37043,12050,65.00614305,135.914875,96.00614305,52.17142857,29.36303471,31,70.90873191,39.90873191
37045,12050,1186.71877,2380.314222,1726.71877,50.14444903,27.45836855,540,1193.595452,653.5954517
37047,12050,717.2614476,1572.620384,1126.261448,54.390681,28.38313308,409,855.3589364,446.3589364
37049,12650,987.5408942,2007.401309,1613.540894,50.80500895,19.62041236,626,1019.860414,393.8604144
37051,12200,4667,6971,6222,33.05121217,10.74451298,1555,2304,749
37053,14800,148.9250666,320.4716622,189.9250666,53.52941177,40.73576888,41,171.5465957,130.5465957
37055,14450,339.1831495,729.88779,401.1831495,53.52941177,45.03495538,62,390.7046405,328.7046405
37057,15300,2114,3691,2824,42.72554863,23.48956922,710,1577,867
37059,15300,313.9507495,688.5438972,471.9507495,54.40366973,31.45669414,158,374.5931478,216.5931478
37061,12050,502.5266187,1196.28777,729.5266187,57.99283154,39.0174641,227,693.7611511,466.7611511
37063,18700,6649,10969,9044,39.38371775,17.54945756,2395,4320,1925
37065,12400,1060.774909,1865.167908,1501.774909,43.12710911,19.4831252,441,804.3929986,363.3929986
37067,15300,5957,10269,8469,41.99045671,17.52848379,2512,4312,1800
37069,18700,330.9112903,1210.732863,509.9112903,72.66851339,57.88407947,179,879.8215726,700.8215726
37071,17150,2905.216281,6463.357457,3900.216281,55.05097312,39.65649732,995,3558.141176,2563.141176
37073,12050,64.05039939,137.8299734,92.05039939,53.52941177,33.21452719,28,73.77957398,45.77957398
37075,12050,56.55901711,118.25362,66.55901711,52.17142857,43.71502783,10,61.6946029,51.6946029
37077,12050,572.2425521,1058.847878,760.2425521,45.95611285,28.20096559,188,486.6053256,298.6053256
37079,12050,175.1615092,408.1976113,212.1615092,57.0890411,48.02480383,37,233.0361021,196.0361021
37081,15300,7639,12386,9792,38.32552882,20.94300016,2153,4747,2594
37083,12050,1400.639269,2601.187215,1907.639269,46.15384615,26.6627462,507,1200.547945,693.5479452
37085,12050,1386.789891,2355.513367,1729.789891,41.12578978,26.56420822,343,968.7234754,625.7234754
37087,12050,556.4085125,1163.339184,819.4085125,52.17142857,29.56409241,263,606.9306714,343.9306714
37089,13850,857.9380613,1647.79808,1143.938061,47.9342723,30.57777678,286,789.8600186,503.8600186
37091,12050,469.303653,871.5639269,643.303653,46.15384615,26.18973398,174,402.260274,228.260274
37093,12050,398.212265,839.0719973,483.212265,52.54134732,42.41110816,85,440.8597323,355.8597323
37095,12050,45.43476607,97.7710156,72.43476607,53.52941177,25.91386555,27,52.33624952,25.33624952
37097,15350,1058,2392,1541,55.76923077,35.57692308,483,1334,851
37099,12050,438.1487495,916.0816147,548.1487495,52.17142857,40.16376482,110,477.9328653,367.9328653
37101,18700,1149.08871,4204.267137,1924.08871,72.66851339,54.23486075,775,3055.178427,2280.178427
37103,12050,82.76990185,168.2486369,102.7699019,50.80500895,38.91783983,20,85.47873501,65.47873501
37105,12700,663.2101086,1126.486633,948.2101086,41.12578978,15.82588904,285,463.2765246,178.2765246
37107,12050,885.6710098,2063.973941,1630.67101,57.0890411,20.99362414,745,1178.302932,433.3029316
37109,17150,489.7837196,1089.642543,748.7837196,55.05097312,31.28171029,259,599.8588236,340.8588236
37111,12300,347.4644459,696.9423447,421.4644459,50.14444903,39.52664103,74,349.4778988,275.4778988
37113,12050,271.7770952,568.2316806,347.7770952,52.17142857,38.79660232,76,296.4545853,220.4545853
37115,13550,202.9584087,353.0524412,366.9584087,42.51324025,0,164,150.0940326,0
37117,12050,458.6601942,1051.473963,701.6601942,56.37931035,33.26889501,243,592.8137687,349.8137687
37119,17150,12153,17733,16065,31.46675689,9.406191846,3912,5580,1668
37121,12050,147.9851405,235.2208033,208.9851405,37.08671241,11.15363203,61,87.23566287,26.23566287
37123,12050,256.6985075,493.3973881,376.6985075,47.97327394,23.6521075,120,236.6988806,116.6988806
37125,13950,766.5287142,1615.150601,999.5287142,52.54134732,38.11544798,233,848.6218872,615.6218872
37127,12400,1467.225091,2579.832093,1939.225091,43.12710911,24.83134477,472,1112.607001,640.6070014
