county,ELI_Cutoff,Housing gap,Total ELI renters,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),Number of HUD asst units,AAA units,AAA units (asst off)
1073,14950,12060,25237,18650,52.21302057,26.10056663,6590,13177,6587
1075,11150,151.834265,553.552121,289.834265,72.57091803,47.64101626,138,401.717856,263.717856
1077,12400,1378.400332,2907.266765,1963.400332,52.58775878,32.46576629,585,1528.866433,943.8664333
1079,12600,255.1551421,556.0211215,387.1551421,54.11053066,30.37042531,132,300.8659794,168.8659794
1081,13300,4547,6913,5198,34.22537249,24.80833213,651,2366,1715
1083,15000,539.6335751,1235.042268,809.6335751,56.3064691,34.44486914,270,695.4086931,425.4086931
1085,11150,84.21019108,319.6178344,157.2101911,73.65284974,50.81307294,73,235.4076433,162.4076433
1087,11150,349.8126744,1099.800717,654.8126744,68.19308545,40.46078858,305,749.988043,444.988043
1089,15000,4521.366425,7743.957732,6273.366425,41.61426778,18.99017735,1752,3222.591307,1470.591307
1091,11150,277.8285573,718.069664,471.8285573,61.30896886,34.29209157,194,440.2411067,246.2411067
1093,11150,243.5001644,887.7444919,531.5001644,72.57091803,40.12915098,288,644.2443275,356.2443275
1095,11150,723.3185596,1928.849492,1468.31856,62.5,23.87593923,745,1205.530933,460.5309326
1097,13000,7694,14900,11953,48.36241611,19.77852349,4259,7206,2947
1099,11150,192.2856185,729.8156219,358.2856185,73.65284974,50.90737883,166,537.5300034,371.5300034
1101,14350,4542.610134,8603.506685,6455.610134,47.20048115,24.96536156,1913,4060.896551,2147.896551
1103,12600,1413.844858,3080.978879,1954.844858,54.11053066,36.55117627,541,1667.134021,1126.134021
1105,11150,206.5773221,533.9152668,320.5773221,61.30896886,39.95726624,114,327.3379447,213.3379447
1107,11150,161.1219993,587.413022,359.1219993,72.57091803,38.86380011,198,426.2910227,228.2910227
1109,11150,450.8696692,1417.520925,672.8696692,68.19308545,52.53194098,222,966.6512555,744.6512555
1111,11150,172.1949153,470.4237288,246.1949153,63.39578454,47.66528554,74,298.2288136,224.2288136
1113,12500,793.2326292,2493.89996,1438.232629,68.19308545,42.32997906,645,1700.667331,1055.667331
1115,14950,286.7611414,1075.35428,379.7611414,73.33333333,64.68502071,93,788.5931388,695.5931388
1117,14950,780,1705,958,54.25219941,43.81231672,178,925,747
1119,11150,209.5797435,764.0785926,440.5797435,72.57091803,42.33842594,231,554.4988491,323.4988491
1121,11150,945.4734074,2582.963179,1547.473407,63.39578454,40.08921925,602,1637.489772,1035.489772
1123,11150,346.008566,1003.829315,560.008566,65.53113553,44.21277026,214,657.8207487,443.8207487
1125,13600,5119,8151,6705,37.19788983,17.74015458,1586,3032,1446
1127,11150,510.6136582,1914.801218,823.6136582,73.33333333,56.98698902,313,1404.18756,1091.18756
1129,11150,47.04860878,178.5719075,55.04860878,73.65284974,69.17286176,8,131.5232987,123.5232987
1131,11150,56.93563527,216.097888,145.9356353,73.65284974,32.46781049,89,159.1622528,70.16225276
1133,11150,157.199446,419.1985226,280.199446,62.5,33.15829354,123,261.9990766,138.9990766
2013,16650,20.36644592,29.65342163,20.36644592,31.318395,31.318395,,9.286975718,9.286975718
2016,15050,52.85577631,76.95768948,52.85577631,31.318395,31.318395,,24.10191317,24.10191317
2020,17800,4379,5393,5279,18.80215094,2.113851289,900,1014,114
2050,18700,190.0868286,276.7652686,223.0868286,31.318395,19.39493359,33,86.67844003,53.67844003
2060,20200,15.51729213,22.59308315,15.51729213,31.318395,31.31839499,,7.075791022,7.075791022
2068,15050,13.31343284,17.42740841,13.31343284,23.60635316,23.60635316,,4.113975576,4.113975576
2070,15400,59.15967623,86.13612951,59.15967623,31.318395,31.318395,,26.97645327,26.97645327
2090,15050,1310.707463,1715.728358,1455.707463,23.60635316,15.15513189,145,405.0208955,260.0208955
2100,15050,32.28507463,42.2614654,32.28507463,23.60635316,23.60635316,,9.976390773,9.976390773
2110,19550,517.8925373,677.9261873,777.8925373,23.60635316,0,260,160.0336499,0
2122,16000,784.0006258,1101.265332,883.0006258,28.80910683,19.81944765,99,317.2647059,218.2647059
2150,17350,282.7056659,411.6177336,308.7056659,31.318395,25.0018547,26,128.9120677,102.9120677
2164,15050,14.54746137,21.18101545,14.54746137,31.318395,31.318395,,6.633554084,6.633554084
2170,16700,841.9993742,1182.734668,907.9993742,28.80910683,23.22881889,66,340.7352941,274.7352941
2180,16650,140.6254599,204.749816,143.6254599,31.318395,29.85319221,3,64.12435614,61.12435614
2185,20600,107.1662988,156.0334805,107.1662988,31.318395,31.318395,,48.86718175,48.86718175
2188,18200,85.83002208,124.9679912,85.83002208,31.318395,31.318395,,39.1379691,39.1379691
2220,16850,172.741791,226.1206242,179.741791,23.60635316,20.51066031,7,53.37883311,46.37883311
2232,16900,38.30831494,55.77667403,38.30831494,31.318395,31.318395,,17.46835909,17.46835909
2240,15050,46.2641791,60.56024423,46.2641791,23.60635316,23.60635316,,14.29606513,14.29606513
2261,17550,101.8477612,133.3196744,106.8477612,23.60635316,19.85596897,5,31.47191317,26.47191317
2270,15050,38.79323032,56.48270787,38.79323032,31.318395,31.318395,,17.68947756,17.68947756
2282,16900,10.18322296,14.82671082,10.18322296,31.318395,31.318395,,4.643487859,4.643487859
2290,15050,64.00883002,93.19646799,64.00883002,31.318395,31.318395,,29.18763797,29.18763797
2999,16450,455.7932358,625.7178482,510.7932358,27.1567469,18.36684261,55,169.9246123,114.9246123
4001,9850,372.7956823,754.5474171,395.7956823,50.59347181,47.54528697,23,381.7517348,358.7517348
4003,10900,1489.422259,2536.801852,1830.422259,41.28740257,27.84528056,341,1047.379593,706.3795931
4005,13650,2344,3022,2633,22.4354732,12.87227002,289,678,389
4007,9850,545.6068465,1132.321058,572.6068465,51.81518152,49.4306988,27,586.7142116,559.7142116
4009,9850,300.6498634,512.0704525,320.6498634,41.28740257,37.38169,20,211.4205891,191.4205891
4011,13050,51.05375038,86.95535985,51.05375038,41.28740257,41.28740256,,35.90160947,35.90160947
4012,9850,174.4003792,293.5866646,174.4003792,40.59662776,40.59662776,,119.1862854,119.1862854
4013,15950,54689,69925,64250,21.78905971,8.115838398,9561,15236,5675
4015,16050,2115.599621,3561.413335,2306.599621,40.59662776,35.23358837,191,1445.813715,1254.813715
4017,9850,959.2043177,1941.452583,1032.204318,50.59347181,46.83340058,73,982.2482652,909.2482652
4019,13550,19376,25419,22329,23.77355522,12.15626107,2953,6043,3090
4021,15950,1644.393154,3412.678942,2146.393154,51.81518152,37.10533015,502,1768.285788,1266.285788
4023,11800,493.8741269,841.1723353,707.8741269,41.28740257,15.84671805,214,347.2982083,133.2982083
4025,10900,1219,1754,1330,30.50171038,24.17331813,111,535,424
4027,10700,1833,2499,2342,26.65066026,6.282513005,509,666,157
5001,10400,364.275384,589.087244,512.275384,38.16274454,13.03913144,148,224.8118601,76.81186007
5003,10400,326.1238274,642.0562852,442.1238274,49.20634921,31.13939734,116,315.9324578,199.9324578
5005,9750,460.300098,672.3579128,579.300098,31.53942428,13.84051753,119,212.0578148,93.0578148
5007,13300,1746,2492,2168,29.93579454,13.00160514,422,746,324
5009,10900,502.1090152,733.4279765,845.1090152,31.53942428,0,343,231.3189613,0
5011,9750,197.8836773,389.5834897,300.8836773,49.20634921,22.76785714,103,191.6998124,88.69981238
5013,10400,34.30662839,66.6263048,43.30662839,48.50888325,35.00070502,9,32.31967641,23.31967641
5015,10400,326.4311612,476.8162665,408.4311612,31.53942428,14.34202441,82,150.3851053,68.38510534
5017,9750,189.7185741,373.5084428,275.7185741,49.20634921,26.1814346,86,183.7898687,97.78986867
5019,10550,328.5243715,701.9563879,448.5243715,53.19874893,36.1036698,120,373.4320164,253.4320164
5021,9750,176.5859364,301.2137058,254.5859364,41.37519873,15.47996272,78,124.6277694,46.62776937
5023,9800,166.6815567,323.6602369,220.6815567,48.50107066,31.81690813,54,156.9786802,102.9786802
5025,10100,61.9587242,121.9812383,82.9587242,49.20634921,31.99058693,21,60.02251407,39.02251407
5027,10150,383.7259917,745.2275574,531.7259917,48.50888325,28.64917751,148,361.5015658,213.5015658
5029,10300,161.9154299,289.2007841,199.9154299,44.01279708,30.87313699,38,127.2853542,89.28535424
5031,11450,1815.384615,3096.615385,2377.384615,41.37519873,23.22635135,562,1281.230769,719.2307692
5033,11300,441.9318532,754.8835954,703.9318532,41.45695364,6.749615772,262,312.9517422,50.95174222
5035,15350,1401.460962,2547.420918,1966.460962,44.98510427,22.80580928,565,1145.959956,580.9599561
5037,9750,261.4340721,516.9628099,373.4340721,49.42884341,27.76384201,112,255.5287378,143.5287378
5039,9950,110.967119,215.5073069,140.967119,48.50888325,34.58824156,30,104.5401879,74.54018789
5041,9750,312.195122,614.6341463,530.195122,49.20634921,13.73809524,218,302.4390244,84.43902439
5043,9800,338.6116323,666.641651,488.6116323,49.20634921,26.7055049,150,328.0300188,178.0300188
5045,14150,1436.385932,2555.85069,1738.385932,43.80008435,31.98405765,302,1119.464758,817.4647583
5047,9800,149.7173732,334.1043225,186.7173732,55.18843573,44.11405042,37,184.3869493,147.3869493
5049,9750,85.94517767,166.8873096,133.9451777,48.50107066,19.73914736,48,80.94213198,32.94213198
5051,11200,1112.253463,2376.546434,1600.253463,53.19874893,32.66475082,488,1264.292971,776.2929708
5053,10400,128.868814,208.3999573,147.868814,38.16274454,29.04566014,19,79.53114335,60.53114335
5055,10400,483.8860603,825.3947984,729.8860603,41.37519873,11.57127938,246,341.5087381,95.50873813
5057,9750,306.4114537,655.9574156,429.4114537,53.2879046,34.53668736,123,349.5459618,226.5459618
5059,9750,176.7894647,377.7451685,252.7894647,53.19874893,33.0793652,76,200.9557038,124.9557038
5061,10400,145.3881962,324.4434747,211.3881962,55.18843573,34.84590917,66,179.0552785,113.0552785
5063,10400,308.2957699,598.6450085,449.2957699,48.50107066,24.94788004,141,290.3492386,149.3492386
5065,9750,96.36277496,187.1160745,138.362775,48.50107066,26.05511025,42,90.75329949,48.75329949
5067,9750,256.5741255,507.8761799,473.5741255,49.48096886,6.754019142,217,251.3020544,34.30205441
5069,11200,1687.855802,2729.512799,2442.855802,38.16274454,10.50213052,755,1041.656997,286.6569966
5071,9800,239.4427331,427.6740409,284.4427331,44.01279708,33.49076494,45,188.2313078,143.2313078
5073,9750,76.50220264,163.773862,89.50220264,53.2879046,45.35013001,13,87.27165933,74.27165933
5075,9750,256.9629834,438.3178753,360.9629834,41.37519873,17.64812624,104,181.354892,77.35489198
5077,9750,208.3489857,411.9917355,467.3489857,49.42884341,0,259,203.6427498,0
5079,10150,109.5084428,215.5947467,143.5084428,49.20634921,33.43602061,34,106.0863039,72.08630394
5081,10550,137.3013216,293.9309839,217.3013216,53.2879046,26.07063102,80,156.6296623,76.62966226
5083,10000,193.3699086,431.517872,250.3699086,55.18843573,41.97924934,57,238.1479634,181.1479634
5085,14150,546.6470081,972.6829689,969.6470081,43.80008435,0.312122343,423,426.0359609,3.03596087
5087,9750,90.45198432,132.122734,108.4519843,31.53942428,17.91572799,18,41.67074963,23.67074963
5089,9750,137.889025,201.4137678,187.889025,31.53942428,6.714904805,50,63.52474277,13.52474277
5091,12100,667.1797357,1428.28047,1111.179736,53.2879046,22.20157321,444,761.1007342,317.1007342
5093,10700,1368.539038,2487.579082,1858.539038,44.98510427,25.28723804,490,1119.040044,629.0400439
5095,9750,160.5108273,317.723487,241.5108273,49.48096886,23.98710286,81,157.2126596,76.21265963
5097,9750,28.43270053,60.75200958,40.43270053,53.19874893,33.44631592,12,32.31930905,20.31930905
5099,10400,102.2713656,218.9397944,159.2713656,53.2879046,27.25335015,57,116.6684288,59.66842878
5101,9750,52.2611465,76.33757962,66.2611465,31.53942428,13.19983313,14,24.07643312,10.07643312
5103,10400,405.3264614,787.177453,681.3264614,48.50888325,13.44690339,276,381.8509917,105.8509917
5105,9750,46.65359843,83.32903949,48.65359843,44.01279708,41.61267341,2,36.67544105,34.67544105
5107,9750,668.9519159,1322.793388,1081.951916,49.42884341,18.20703631,413,653.8414726,240.8414726
5109,10100,81.33392071,174.1174743,99.33392071,53.2879046,42.9500565,18,92.7835536,74.7835536
5111,9750,398.337716,787.677686,843.337716,49.42884341,0,445,389.33997,0
5113,9850,167.755611,374.3578554,240.755611,55.18843573,35.68837744,73,206.6022444,133.6022444
5115,11300,608.5550266,1086.953795,867.5550266,44.01279708,20.18473729,259,478.3987679,219.3987679
5117,10000,83.09272626,164.4780677,110.0927263,49.48096886,33.06540636,27,81.38534148,54.38534148
5119,14150,7457,12181,10394,38.78170922,14.67038831,2937,4724,1787
5121,9750,217.1804046,370.4582359,316.1804046,41.37519873,14.65153856,99,153.2778313,54.27783129
5123,9750,587.9273103,1162.57438,942.9273103,49.42884341,18.89316277,355,574.6470699,219.6470699
5125,14150,681.9670598,1213.466341,947.9670598,43.80008435,21.8794104,266,531.4992808,265.4992808
5127,9750,89.10889443,198.8524522,154.1088944,55.18843573,22.50088308,65,109.7435578,44.74355777
5129,9750,71.55756982,104.5237629,92.55756982,31.53942428,11.44829914,21,32.96619304,11.96619304
5131,11300,1768.068147,3020.116405,2545.068147,41.45695364,15.72946848,777,1252.048258,475.0482578
5133,10400,122.6600166,273.7240233,176.6600166,55.18843573,35.46053631,54,151.0640067,97.06400665
5135,9750,134.4521151,261.0774958,167.4521151,48.50107066,35.86114553,33,126.6253807,93.62538071
5137,9750,69.6676819,135.2798646,83.6676819,48.50107066,38.15215434,14,65.61218275,51.61218275
5139,10850,688.6737996,1337.461378,1056.6738,48.50888325,20.99407003,368,648.7875783,280.7875783
5141,9750,100.5949239,195.3340102,121.5949239,48.50107066,37.75025467,21,94.73908629,73.73908629
5143,13300,3854,4964,4519,22.36099919,8.964544722,665,1110,445
5145,10400,823.6313159,1630.338701,1227.631316,49.48096886,24.70084189,404,806.7073848,402.7073848
5147,9750,136.191005,269.5835647,242.191005,49.48096886,10.16106443,106,133.3925597,27.39255969
5149,10200,168.433212,300.8423411,276.433212,44.01279708,8.113594982,108,132.4091291,24.40912909
6001,20300,39431,54253,55954,27.3201482,0,16523,14822,0
6003,11100,15.41303737,20.37622928,16.41303737,24.35775452,19.45007515,1,4.963191908,3.963191908
6005,12750,389.6817926,515.1642315,427.6817926,24.35775452,16.98146601,38,125.4824389,87.48243889
6007,11100,5812,6985,6151,16.79312813,11.93987115,339,1173,834
6009,11100,400.7389716,529.7819612,409.7389716,24.35775452,22.65894243,9,129.0429896,120.0429896
6011,11100,254.8503502,356.642751,286.8503502,28.54183927,19.56927502,32,101.7924008,69.79240077
6013,20300,14961,21642,21941,30.87052953,0,6980,6681,0
6015,11100,495.6707044,874.4299292,563.6707044,43.31498867,35.53849364,68,378.7592247,310.7592247
6017,15850,1904,2480,2166,23.22580645,12.66129032,262,576,314
6019,11300,20801,25350,23539,17.94477318,7.143984221,2738,4549,1811
6021,11450,351.8838888,492.4334536,381.8838888,28.54183927,22.44964554,30,140.5495649,110.5495649
6023,11100,4339,5273,4621,17.71287692,12.36487768,282,934,652
6025,11100,3394,4140,3972,18.01932367,4.057971015,578,746,168
6027,12050,286.4814555,378.7320877,292.4814555,24.35775452,22.77352118,6,92.2506322,86.2506322
6029,11600,15082,17459,16260,13.61475457,6.867518186,1178,2377,1199
6031,11100,1876,2544,2195,26.25786164,13.71855346,319,668,349
6033,11100,979.6202298,1268.669616,1028.62023,22.78366112,18.92134745,49,289.0493859,240.0493859
6035,12150,382.1134924,674.0997018,395.1134924,43.31498867,41.38649056,13,291.9862095,278.9862095
6037,15650,324552,383332,379915,15.33396638,0.891394405,55363,58780,3417
6039,11300,1809,2232,2045,18.9516129,8.378136201,236,423,187
6041,22450,4287,5875,6021,27.02978723,0,1734,1588,0
6043,11900,187.6369767,248.0584434,200.6369767,24.35775452,19.11705405,13,60.4214667,47.4214667
6045,11600,1572.37977,2036.330384,1775.37977,22.78366112,12.81474834,203,463.9506141,260.9506141
6047,11150,4823,5678,5340,15.05811906,5.952800282,517,855,338
6049,11100,102.1362281,180.1820723,144.1362281,43.31498867,20.00523346,42,78.04584421,36.04584421
6051,13100,229.8552964,303.8715931,231.8552964,24.35775452,23.69958178,2,74.01629671,72.01629671
6053,15100,6008.67005,7490.1026,7311.67005,19.77853481,2.382244406,1303,1481.43255,178.4325502
6055,16000,1635,2196,2144,25.54644809,2.367941712,509,561,52
6057,14650,1382.047221,2026.848517,1446.047221,31.81299886,28.65538745,64,644.8012954,580.8012954
6059,20900,59722,71254,69743,16.18435456,2.120582704,10021,11532,1511
6061,15850,2398,3262,2993,26.4868179,8.246474556,595,864,269
6063,11500,362.4734643,531.5873381,417.4734643,31.81299886,21.46662752,55,169.1138738,114.1138738
6065,14200,25447,31695,29233,19.71288847,7.767786717,3786,6248,2462
6067,15850,33082,40354,40803,18.02051841,0,7721,7272,0
6069,16150,648.3299502,856.8974,729.3299502,24.33983927,14.88713233,81,208.5674498,127.5674498
6071,14200,33827,41253,38738,18.00111507,6.096526313,4911,7426,2515
6073,16100,63793,77359,78413,17.5364211,0,14620,13566,0
6075,22450,31965,48847,43453,34.56097611,11.04264336,11488,16882,5394
6077,13600,12513,15032,15093,16.75758382,0,2580,2519,0
6079,14400,5902,7249,6608,18.58187336,8.842598979,706,1347,641
6081,22450,11018,13898,11985,20.7224061,13.76457044,967,2880,1913
6083,16050,9253,11329,11593,18.32465354,0,2340,2076,0
6085,26100,30627,43116,40859,28.96604509,5.234715651,10232,12489,2257
6087,18500,5639,7620,7271,25.99737533,4.580052493,1632,1981,349
6089,11300,3533,4329,3862,18.38761839,10.78771079,329,796,467
6091,11750,49.47931467,72.56414542,49.47931467,31.81299886,31.81299886,,23.08483076,23.08483076
6093,11100,771.0795751,1360.288297,873.0795751,43.31498867,35.81657821,102,589.2087216,487.2087216
6095,16000,5467,7101,7485,23.01084354,0,2018,1634,0
6097,17450,6821,9245,9295,26.21957815,0,2474,2424,0
6099,13150,8381,10435,10260,19.68375659,1.677048395,1879,2054,175
6101,11100,1603.024164,2031.371453,1787.024164,21.0866057,12.02868576,184,428.3472886,244.3472886
6103,11100,900.3980047,1260.035237,974.3980047,28.54183927,22.66898764,74,359.637232,285.637232
6105,11100,217.8677563,304.8885587,217.8677563,28.54183927,28.54183927,,87.02080237,87.02080237
6107,11100,7026,8762,7553,19.81282812,13.79821959,527,1736,1209
6109,12000,875.1924698,1157.015454,939.1924698,24.35775452,18.8262813,64,281.822984,217.822984
6111,20550,11590,15984,15062,27.48998999,5.768268268,3472,4394,922
6113,16450,6439,7872,7467,18.20376016,5.144817073,1028,1433,405
6115,11100,1330.975836,1686.628547,1470.975836,21.0866057,12.78602285,140,355.6527114,215.6527114
8001,18650,5062.585748,7082.915806,6490.585748,28.52398805,8.362799644,1428,2020.330058,592.3300578
8003,12700,250.2598996,635.6519799,380.2598996,60.62941554,40.17797291,130,385.3920803,255.3920803
8005,18650,8369.858509,11048.13342,9845.858509,24.241877,10.8821542,1476,2678.274915,1202.274915
8007,12700,110.0025893,166.0098395,148.0025893,33.73730757,10.84709809,38,56.00725013,18.00725013
8009,12700,24.27384272,61.65476854,46.27384272,60.62941554,24.94685518,22,37.38092582,15.38092582
8011,12700,63.58589624,156.9757689,119.5858962,59.49317739,23.81888166,56,93.38987263,37.38987263
8013,22200,7711.789397,10796.95974,9190.789397,28.57443592,14.87613533,1479,3085.170342,1606.170342
8015,12700,273.6008772,397.5,328.6008772,31.16959064,17.33311266,55,123.8991228,68.89912281
8017,14100,13.55638397,33.46691519,13.55638397,59.49317739,59.49317739,,19.91053122,19.91053122
8019,14650,138.1186496,184.8082596,138.1186496,25.2638113,25.2638113,,46.68960997,46.68960997
8021,12700,66.3257111,168.4651422,113.3257111,60.62941554,32.73046898,47,102.1394311,55.13943112
8023,12700,32.82097044,83.36419409,50.82097044,60.62941554,39.03741169,18,50.54322365,32.54322365
8025,12700,20.98011805,51.79403542,30.98011805,59.49317739,40.18593492,10,30.81391737,20.81391737
8027,12700,35.70577485,51.875,37.70577485,31.16959064,27.31416896,2,16.16922515,14.16922515
8029,12700,276.5779389,417.3961678,370.5779389,33.73730757,11.21673664,94,140.8182289,46.8182289
8031,18650,18283.07701,29864.70829,26137.07701,38.78032616,12.48172674,7854,11581.63128,3727.631282
8033,12700,16.76229933,25.29673744,16.76229933,33.73730757,33.73730757,,8.534438115,8.534438115
8035,18650,492.1034483,609.5862069,525.1034483,19.27254214,13.85903383,33,117.4827586,84.48275862
8037,20450,594.5212731,919.3374011,621.5212731,35.33154722,32.39464941,27,324.816128,297.816128
8039,15500,56.80770426,140.2423113,57.80770426,59.49317739,58.78012582,1,83.43460702,82.43460702
8041,15400,7923,9876,9841,19.77521264,0.354394492,1918,1953,35
8043,12700,613.4510234,891.25,735.4510234,31.16959064,17.48095109,122,277.7989766,155.7989766
8045,14200,571.8181818,976.4895105,746.8181818,41.44144144,23.52010198,175,404.6713287,229.6713287
8047,18700,72.61094723,97.15634218,72.61094723,25.2638113,25.2638113,,24.54539495,24.54539495
8049,14600,134.0618404,207.3063984,136.0618404,35.33154722,34.36679166,2,73.24455805,71.24455805
8051,13750,320.6657322,495.8611478,330.6657322,35.33154722,33.31485363,10,175.1954156,165.1954156
8053,12700,10.82684697,16.74208443,10.82684697,35.33154722,35.33154722,,5.915237467,5.915237467
8055,12700,91.62520915,232.7250418,128.6252092,60.62941554,44.73082564,37,141.0998327,104.0998327
8057,12700,11.16161616,19.06060606,11.16161616,41.44144144,41.44144144,,7.898989899,7.898989899
8059,18650,7357.856291,9615.73193,8904.856291,23.48105849,7.392839609,1547,2257.875639,710.8756388
8061,13150,9.683131407,23.90493942,9.683131407,59.49317739,59.49317739,,14.22180802,14.22180802
8063,12700,47.12457285,116.3373719,96.12457285,59.49317739,17.37429571,49,69.212799,20.212799
8065,12700,110.8159631,171.3601583,135.8159631,35.33154722,20.7423917,25,60.54419525,35.54419525
8067,14650,766.8751942,1157.325738,924.8751942,33.73730757,20.08514424,158,390.4505438,232.4505438
8069,16900,3843.074074,5677.418803,4846.074074,32.30948417,14.64300518,1003,1834.344729,831.3447293
8071,12700,208.2080312,528.8416063,372.2080312,60.62941554,29.61823979,164,320.633575,156.633575
8073,12700,40.99192296,101.1975769,55.99192296,59.49317739,44.6706881,15,60.20565393,45.20565393
8075,12700,213.9972041,528.2991612,297.9972041,59.49317739,43.59309536,84,314.3019571,230.3019571
8077,12700,1228.030303,1982.79021,1879.030303,38.06554536,5.233024971,651,754.7599068,103.7599068
8079,12700,5.413423483,8.371042216,5.413423483,35.33154722,35.33154722,,2.957618734,2.957618734
8081,13650,95.58922559,163.2369852,197.5892256,41.44144144,0,102,67.64775965,0
8083,12700,270.2920766,407.9098913,328.2920766,33.73730757,19.518481,58,137.6178146,79.61781461
8085,12700,370.8658726,559.6903159,505.8658726,33.73730757,9.616825907,135,188.8244433,53.8244433
8087,13000,276.9375583,683.6812675,374.9375583,59.49317739,45.15901253,98,406.7437092,308.7437092
8089,12700,289.5766871,735.5153374,479.5766871,60.62941554,34.7971874,190,445.9386503,255.9386503
8091,13850,49.3576847,76.32420844,49.3576847,35.33154722,35.33154722,,26.96652375,26.96652375
8093,13750,83.8870614,121.875,83.8870614,31.16959064,31.16959064,,37.9879386,37.9879386
8095,12700,30.9860205,76.49580615,48.9860205,59.49317739,35.96247563,18,45.50978565,27.50978565
8097,23900,308.5651385,477.1494063,314.5651385,35.33154722,34.07407945,6,168.5842678,162.5842678
8099,12700,153.9617894,380.0885368,288.9617894,59.49317739,23.975137,135,226.1267474,91.12674743
8101,12700,2634.650307,4463.730061,3826.650307,40.97648669,14.27236293,1192,1829.079755,637.0797546
8103,13550,38.35016835,65.49028749,55.35016835,41.44144144,15.48339384,17,27.14011914,10.14011914
8105,12700,138.8053542,352.5610708,186.8053542,60.62941554,47.01475301,48,213.7557167,165.7557167
8107,16300,240.976431,411.5135975,240.976431,41.44144144,41.44144144,,170.5371665,170.5371665
8109,12700,71.45398773,181.4907976,76.45398773,60.62941554,57.87445492,5,110.0368098,105.0368098
8111,12700,16.76229933,25.29673744,16.76229933,33.73730757,33.73730757,,8.534438115,8.534438115
8113,19650,194.8617297,294.0745728,198.8617297,33.73730757,32.37710836,4,99.21284309,95.21284309
